subId,NTspeed_Corrected,P_out_ncl,speed_out_ncl,TimeSeries,T_out_ncl,u_out_ncl,v_out_ncl,w_out_ncl,predict_date,Id,time_second,speed
101,5.734,433.05,8.298,2016-06-03_19:15:00,-8.1236,-8.2418,-0.9641,0.0168,20160603,5964,2016-06-05 03:15:00,0.99641672
102,5.756,420.19,8.3327,2016-06-03_19:30:00,-8.1132,-8.2706,-1.0147,0.0131,20160603,5965,2016-06-05 03:30:00,1.463313092
103,5.687,408.29,8.2233,2016-06-03_19:45:00,-8.1062,-8.1577,-1.0362,0.0229,20160603,5966,2016-06-05 03:45:00,1.277524393
104,5.495,410.98,7.9186,2016-06-03_20:00:00,-8.1075,-7.8298,-1.183,0.0236,20160603,5967,2016-06-05 04:00:00,1.232051281
105,5.526,410.98,7.9687,2016-06-03_20:15:00,-8.1043,-7.835,-1.4538,0.0252,20160603,5968,2016-06-05 04:15:00,1.861445366
106,5.479,416.9,7.8931,2016-06-03_20:30:00,-8.1012,-7.7708,-1.3843,0.0179,20160603,5969,2016-06-05 04:30:00,2.052142788
107,5.558,413.22,8.0195,2016-06-03_20:45:00,-8.0954,-7.8867,-1.4531,0.0232,20160603,5970,2016-06-05 04:45:00,1.629989616
108,5.535,408.29,7.9821,2016-06-03_21:00:00,-8.0874,-7.787,-1.7544,0.0256,20160603,5971,2016-06-05 05:00:00,1.562585263
109,5.515,412.12,7.9506,2016-06-03_21:15:00,-8.0736,-7.6565,-2.1424,0.0211,20160603,5972,2016-06-05 05:15:00,1.779841307
110,5.418,416.01,7.7977,2016-06-03_21:30:00,-8.0593,-7.4469,-2.3125,0.0154,20160603,5973,2016-06-05 05:30:00,1.959827105
111,5.251,440.96,7.5318,2016-06-03_21:45:00,-8.0487,-7.166,-2.3186,0.0148,20160603,5974,2016-06-05 05:45:00,1.483291314
112,5.15,467.04,7.3725,2016-06-03_22:00:00,-8.0302,-6.9747,-2.3891,0.0176,20160603,5975,2016-06-05 06:00:00,2.270641329
113,5.005,476.92,7.1415,2016-06-03_22:15:00,-8.0045,-6.6998,-2.4726,0.0162,20160603,5976,2016-06-05 06:15:00,4.59875507
114,4.965,480.25,7.0783,2016-06-03_22:30:00,-7.9748,-6.5526,-2.677,0.0166,20160603,5977,2016-06-05 06:30:00,3.670197843
115,4.871,477.1,6.9293,2016-06-03_22:45:00,-7.9422,-6.3338,-2.8104,0.0154,20160603,5978,2016-06-05 06:45:00,3.994609383
116,4.757,481.22,6.7483,2016-06-03_23:00:00,-7.9077,-6.0872,-2.913,0.0099,20160603,5979,2016-06-05 07:00:00,3.907265022
117,4.621,493.27,6.5328,2016-06-03_23:15:00,-7.874,-5.8454,-2.9169,0.0065,20160603,5980,2016-06-05 07:15:00,3.696549472
118,4.492,507.32,6.3277,2016-06-03_23:30:00,-7.831,-5.6338,-2.881,0.0062,20160603,5981,2016-06-05 07:30:00,4.322174944
119,4.355,517.76,6.1103,2016-06-03_23:45:00,-7.7854,-5.4249,-2.8118,0.0033,20160603,5982,2016-06-05 07:45:00,3.983253054
120,4.295,521.72,6.0148,2016-06-04_00:00:00,-7.7492,-5.3094,-2.8263,0.0066,20160603,5983,2016-06-05 08:00:00,3.693173276
121,4.275,526.78,5.9832,2016-06-04_00:15:00,-7.7253,-5.1967,-2.9654,0.006,20160603,5984,2016-06-05 08:15:00,3.674028368
122,4.24,536.26,5.928,2016-06-04_00:30:00,-7.698,-5.0136,-3.1631,-0.0014,20160603,5985,2016-06-05 08:30:00,3.898743992
123,4.155,535.39,5.7929,2016-06-04_00:45:00,-7.6714,-4.7412,-3.3285,-0.0083,20160603,5986,2016-06-05 08:45:00,3.918925366
124,4.057,546.59,5.6374,2016-06-04_01:00:00,-7.6213,-4.4627,-3.4445,-0.0071,20160603,5987,2016-06-05 09:00:00,3.353684564
125,4.028,557.56,5.5907,2016-06-04_01:15:00,-7.5871,-4.2444,-3.6388,-0.006,20160603,5988,2016-06-05 09:15:00,3.463680706
126,4.046,567.86,5.6196,2016-06-04_01:30:00,-7.5659,-4.2077,-3.7249,-0.0068,20160603,5989,2016-06-05 09:30:00,3.31550161
127,4.03,575.99,5.5944,2016-06-04_01:45:00,-7.5594,-4.2152,-3.6783,-0.006,20160603,5990,2016-06-05 09:45:00,3.217742349
128,3.936,583.65,5.445,2016-06-04_02:00:00,-7.5361,-4.1636,-3.5089,-0.0109,20160603,5991,2016-06-05 10:00:00,2.642080543
129,3.839,592.04,5.2919,2016-06-04_02:15:00,-7.4864,-4.0456,-3.4114,-0.0133,20160603,5992,2016-06-05 10:15:00,2.686224604
130,3.842,599.71,5.2959,2016-06-04_02:30:00,-7.4558,-3.9975,-3.4737,-0.0137,20160603,5993,2016-06-05 10:30:00,1.992292831
131,3.911,610.66,5.4058,2016-06-04_02:45:00,-7.4348,-4.0491,-3.5815,-0.0192,20160603,5994,2016-06-05 10:45:00,1.7322912
132,3.995,623.06,5.539,2016-06-04_03:00:00,-7.4112,-4.0444,-3.7847,-0.0272,20160603,5995,2016-06-05 11:00:00,1.993491897
133,4.089,628.22,5.6885,2016-06-04_03:15:00,-7.3708,-3.9256,-4.1169,-0.0311,20160603,5996,2016-06-05 11:15:00,1.903914834
134,4.163,636.27,5.8056,2016-06-04_03:30:00,-7.2906,-3.8403,-4.3539,-0.0344,20160603,5997,2016-06-05 11:30:00,1.647411876
135,4.293,634.61,6.0116,2016-06-04_03:45:00,-7.196,-3.7818,-4.6731,-0.0316,20160603,5998,2016-06-05 11:45:00,1.669329597
136,4.499,634.46,6.3389,2016-06-04_04:00:00,-7.1625,-3.8401,-5.0433,-0.0253,20160603,5999,2016-06-05 12:00:00,1.812241385
137,4.652,643.62,6.582,2016-06-04_04:15:00,-7.3327,-4.3031,-4.9805,-0.0111,20160603,6000,2016-06-05 12:15:00,1.937502356
138,4.639,652.43,6.5609,2016-06-04_04:30:00,-7.6521,-4.7098,-4.5676,-0.0234,20160603,6001,2016-06-05 12:30:00,2.050741129
139,4.541,661.14,6.4053,2016-06-04_04:45:00,-7.6542,-4.3935,-4.661,-0.0378,20160603,6002,2016-06-05 12:45:00,2.202098357
140,4.607,663.87,6.5108,2016-06-04_05:00:00,-7.5526,-4.1873,-4.9857,-0.0313,20160603,6003,2016-06-05 13:00:00,2.413326551
141,4.73,665.08,6.7054,2016-06-04_05:15:00,-7.5343,-4.2149,-5.2151,-0.0318,20160603,6004,2016-06-05 13:15:00,3.278303246
142,4.661,664.19,6.5953,2016-06-04_05:30:00,-7.4075,-4.0206,-5.2281,-0.0188,20160603,6005,2016-06-05 13:30:00,2.775849343
143,4.575,667.84,6.4591,2016-06-04_05:45:00,-7.3398,-3.8207,-5.2079,-0.0164,20160603,6006,2016-06-05 13:45:00,2.682961705
144,4.427,670.92,6.2242,2016-06-04_06:00:00,-7.2603,-3.5393,-5.12,-0.0198,20160603,6007,2016-06-05 14:00:00,2.72018357
145,4.346,671.46,6.0963,2016-06-04_06:15:00,-7.2231,-3.5604,-4.9486,-0.0193,20160603,6008,2016-06-05 14:15:00,2.498723523
146,4.238,673.07,5.9242,2016-06-04_06:30:00,-7.1986,-3.4952,-4.7832,-0.0122,20160603,6009,2016-06-05 14:30:00,2.808418958
147,4.191,670.51,5.8497,2016-06-04_06:45:00,-7.2185,-3.3974,-4.762,-0.0123,20160603,6010,2016-06-05 14:45:00,3.299403844
148,4.217,660.77,5.891,2016-06-04_07:00:00,-7.2827,-3.455,-4.7715,-0.0172,20160603,6011,2016-06-05 15:00:00,3.820372373
149,4.293,658.96,6.012,2016-06-04_07:15:00,-7.3635,-3.5637,-4.842,-0.0166,20160603,6012,2016-06-05 15:15:00,5.140042471
150,4.46,662.11,6.2763,2016-06-04_07:30:00,-7.446,-3.6491,-5.1065,-0.0136,20160603,6013,2016-06-05 15:30:00,5.211693903
151,4.595,670.58,6.491,2016-06-04_07:45:00,-7.5564,-3.6522,-5.366,-0.0108,20160603,6014,2016-06-05 15:45:00,5.064967692
152,4.663,674.34,6.5987,2016-06-04_08:00:00,-7.6505,-3.5538,-5.56,-0.0095,20160603,6015,2016-06-05 16:00:00,5.597668679
153,4.732,671.76,6.709,2016-06-04_08:15:00,-7.711,-3.4045,-5.781,-0.0086,20160603,6016,2016-06-05 16:15:00,5.455468628
154,4.75,671.06,6.7366,2016-06-04_08:30:00,-7.7484,-3.271,-5.8892,-0.0113,20160603,6017,2016-06-05 16:30:00,5.908531278
155,4.708,668.38,6.6702,2016-06-04_08:45:00,-7.7933,-3.2917,-5.8014,-0.011,20160603,6018,2016-06-05 16:45:00,5.939430804
156,4.627,671.72,6.5423,2016-06-04_09:00:00,-7.857,-3.2519,-5.6768,-0.0108,20160603,6019,2016-06-05 17:00:00,5.567338552
157,4.498,674.64,6.337,2016-06-04_09:15:00,-7.9245,-3.3088,-5.4046,-0.0123,20160603,6020,2016-06-05 17:15:00,5.20041302
158,4.407,680.57,6.1934,2016-06-04_09:30:00,-7.9999,-3.376,-5.1923,-0.0077,20160603,6021,2016-06-05 17:30:00,5.252129479
159,4.374,712.31,6.1398,2016-06-04_09:45:00,-8.0777,-3.4335,-5.09,-0.003,20160603,6022,2016-06-05 17:45:00,5.756864936
160,4.33,736.68,6.0705,2016-06-04_10:00:00,-8.165,-3.3288,-5.0764,0.0004,20160603,6023,2016-06-05 18:00:00,5.848570825
161,4.253,753.37,5.9488,2016-06-04_10:15:00,-8.2544,-3.1344,-5.056,0.0018,20160603,6024,2016-06-05 18:15:00,5.64322367
162,4.178,766.84,5.8294,2016-06-04_10:30:00,-8.336,-3.0848,-4.9464,0.0036,20160603,6025,2016-06-05 18:30:00,5.498889967
163,4.125,773.14,5.7446,2016-06-04_10:45:00,-8.3957,-3.2105,-4.7637,0.0065,20160603,6026,2016-06-05 18:45:00,5.085569368
164,4.057,789.59,5.6379,2016-06-04_11:00:00,-8.4266,-3.3475,-4.5366,0.0084,20160603,6027,2016-06-05 19:00:00,5.398974407
165,4.032,806.09,5.5985,2016-06-04_11:15:00,-8.4422,-3.5115,-4.3604,0.0093,20160603,6028,2016-06-05 19:15:00,5.373124808
166,4.042,832.56,5.6131,2016-06-04_11:30:00,-8.4592,-3.6426,-4.2706,0.0076,20160603,6029,2016-06-05 19:30:00,5.389888482
167,3.985,851.68,5.5238,2016-06-04_11:45:00,-8.478,-3.6918,-4.1089,0.0058,20160603,6030,2016-06-05 19:45:00,5.505108647
168,3.896,865.77,5.3815,2016-06-04_12:00:00,-8.4998,-3.6848,-3.9221,0.0052,20160603,6031,2016-06-05 20:00:00,5.722325078
169,3.798,881.97,5.2268,2016-06-04_12:15:00,-8.5255,-3.6871,-3.7047,0.0062,20160603,6032,2016-06-05 20:15:00,7.137755649
170,3.716,894.79,5.096,2016-06-04_12:30:00,-8.5475,-3.7041,-3.4998,0.0069,20160603,6033,2016-06-05 20:30:00,6.578657102
171,3.665,899.9,5.0152,2016-06-04_12:45:00,-8.563,-3.7074,-3.3775,0.0061,20160603,6034,2016-06-05 20:45:00,6.573184405
172,3.664,913.49,5.0133,2016-06-04_13:00:00,-8.5779,-3.7308,-3.3487,0.0056,20160603,6035,2016-06-05 21:00:00,5.988061297
173,3.666,926.33,5.0172,2016-06-04_13:15:00,-8.5987,-3.7248,-3.3613,0.0032,20160603,6036,2016-06-05 21:15:00,5.899875122
174,3.634,939.99,4.9659,2016-06-04_13:30:00,-8.6239,-3.6671,-3.3486,0.0003,20160603,6037,2016-06-05 21:30:00,7.376227534
175,3.589,951.35,4.8949,2016-06-04_13:45:00,-8.655,-3.5961,-3.3208,-0.0016,20160603,6038,2016-06-05 21:45:00,6.181257287
176,3.565,965.25,4.8566,2016-06-04_14:00:00,-8.6843,-3.5485,-3.3158,-0.0039,20160603,6039,2016-06-05 22:00:00,6.191635975
177,3.559,978.94,4.8478,2016-06-04_14:15:00,-8.7042,-3.5473,-3.3042,-0.0038,20160603,6040,2016-06-05 22:15:00,6.932304603
178,3.551,991.66,4.8348,2016-06-04_14:30:00,-8.7156,-3.5112,-3.3236,-0.0022,20160603,6041,2016-06-05 22:30:00,6.086031901
179,3.536,1006.6,4.8105,2016-06-04_14:45:00,-8.7238,-3.4654,-3.3365,-0.0021,20160603,6042,2016-06-05 22:45:00,5.483394635
180,3.514,1021,4.7757,2016-06-04_15:00:00,-8.731,-3.4276,-3.3254,-0.0011,20160603,6043,2016-06-05 23:00:00,6.442906895
181,3.47,1035.1,4.7059,2016-06-04_15:15:00,-8.7458,-3.3837,-3.2704,-0.0003,20160603,6044,2016-06-05 23:15:00,5.851597205
182,3.411,1046.5,4.6127,2016-06-04_15:30:00,-8.7679,-3.3605,-3.1597,0.001,20160603,6045,2016-06-05 23:30:00,5.470727805
183,3.348,1014.4,4.5124,2016-06-04_15:45:00,-8.7879,-3.2636,-3.1161,0.0021,20160603,6046,2016-06-05 23:45:00,5.233598029
184,3.284,986.19,4.4106,2016-06-04_16:00:00,-8.8056,-3.1941,-3.0416,0.001,20160603,6047,2016-06-06 00:00:00,4.785454963
89,3.525,938.47,4.7925,2016-06-04_16:15:00,-8.6769,-2.2391,-4.2373,0.0043,20160604,6048,2016-06-06 00:15:00,4.73979626
90,3.505,942.46,4.7616,2016-06-04_16:30:00,-8.6943,-2.1419,-4.2526,0.0078,20160604,6049,2016-06-06 00:30:00,5.127125235
91,3.724,956.68,5.1098,2016-06-04_16:45:00,-8.7122,-2.3546,-4.5349,0.0046,20160604,6050,2016-06-06 00:45:00,5.200752306
92,3.75,960.63,5.1498,2016-06-04_17:00:00,-8.7053,-2.3732,-4.5704,-0.0045,20160604,6051,2016-06-06 01:00:00,4.948118681
93,3.804,953.69,5.2355,2016-06-04_17:15:00,-8.768,-2.5792,-4.5561,0.0176,20160604,6052,2016-06-06 01:15:00,4.239503947
94,3.762,940.78,5.1695,2016-06-04_17:30:00,-8.7304,-2.5985,-4.469,0.0069,20160604,6053,2016-06-06 01:30:00,2.976603761
95,3.782,936.12,5.2008,2016-06-04_17:45:00,-8.7862,-2.6426,-4.4794,0.0318,20160604,6054,2016-06-06 01:45:00,3.712806835
96,3.8,943.1,5.2304,2016-06-04_18:00:00,-8.7636,-2.7011,-4.479,-0.0011,20160604,6055,2016-06-06 02:00:00,3.716775664
97,3.704,949.42,5.0776,2016-06-04_18:15:00,-8.7909,-2.6915,-4.3056,0.0153,20160604,6056,2016-06-06 02:15:00,4.422118263
98,3.465,954.18,4.6973,2016-06-04_18:30:00,-8.7809,-2.6833,-3.8555,-0.0055,20160604,6057,2016-06-06 02:30:00,4.386109684
99,3.432,961.88,4.6457,2016-06-04_18:45:00,-8.8282,-3.0496,-3.5047,0.0594,20160604,6058,2016-06-06 02:45:00,4.41215833
100,3.826,961.19,5.2706,2016-06-04_19:00:00,-8.7226,-3.6242,-3.8268,-0.0087,20160604,6059,2016-06-06 03:00:00,2.652128964
101,3.499,959.95,4.752,2016-06-04_19:15:00,-8.6741,-3.2471,-3.4696,0.0031,20160604,6060,2016-06-06 03:15:00,1.779470017
102,3.686,959.66,5.0495,2016-06-04_19:30:00,-8.7681,-3.6537,-3.4853,0.0022,20160604,6061,2016-06-06 03:30:00,1.958886258
103,3.375,963.19,4.555,2016-06-04_19:45:00,-8.6873,-3.2669,-3.1742,-0.0186,20160604,6062,2016-06-06 03:45:00,2.876347301
104,3.428,967.02,4.6394,2016-06-04_20:00:00,-8.7225,-3.435,-3.1184,0.0211,20160604,6063,2016-06-06 04:00:00,3.840833617
105,3.63,966.94,4.9602,2016-06-04_20:15:00,-8.7324,-3.8624,-3.1122,-0.0151,20160604,6064,2016-06-06 04:15:00,3.380922144
106,3.372,971.63,4.55,2016-06-04_20:30:00,-8.6969,-3.5998,-2.7828,0.0052,20160604,6065,2016-06-06 04:30:00,3.7300666
107,3.601,971.72,4.9136,2016-06-04_20:45:00,-8.726,-3.9854,-2.8741,0.0134,20160604,6066,2016-06-06 04:45:00,3.708719
108,3.431,974.18,4.6444,2016-06-04_21:00:00,-8.6748,-3.9316,-2.4724,-0.0072,20160604,6067,2016-06-06 05:00:00,4.201679775
109,3.505,977.6,4.7614,2016-06-04_21:15:00,-8.6934,-4.115,-2.3953,0.0227,20160604,6068,2016-06-06 05:15:00,3.829942694
110,3.538,983.84,4.8142,2016-06-04_21:30:00,-8.656,-4.2199,-2.3172,-0.0145,20160604,6069,2016-06-06 05:30:00,4.24091249
111,3.319,1015.3,4.4663,2016-06-04_21:45:00,-8.6492,-3.9842,-2.0184,0.0041,20160604,6070,2016-06-06 05:45:00,4.361083293
112,3.311,1042,4.453,2016-06-04_22:00:00,-8.6241,-4.0064,-1.9438,-0.0011,20160604,6071,2016-06-06 06:00:00,4.11824865
113,3.158,1052.6,4.2112,2016-06-04_22:15:00,-8.6015,-3.8254,-1.7608,-0.0011,20160604,6072,2016-06-06 06:15:00,4.191065694
114,3.051,1061.1,4.0418,2016-06-04_22:30:00,-8.6103,-3.7053,-1.6146,0.0106,20160604,6073,2016-06-06 06:30:00,3.053411128
115,2.973,1059.7,3.9179,2016-06-04_22:45:00,-8.5825,-3.6475,-1.4304,0.0052,20160604,6074,2016-06-06 06:45:00,3.180647045
116,2.915,1070.9,3.8256,2016-06-04_23:00:00,-8.5582,-3.6143,-1.254,0.0045,20160604,6075,2016-06-06 07:00:00,2.848851746
117,2.874,1088.8,3.7596,2016-06-04_23:15:00,-8.5398,-3.5842,-1.1348,0.0023,20160604,6076,2016-06-06 07:15:00,2.8470928
118,2.845,1109.3,3.7141,2016-06-04_23:30:00,-8.4999,-3.5936,-0.9383,-0.001,20160604,6077,2016-06-06 07:30:00,3.307557539
119,2.878,1123,3.7673,2016-06-04_23:45:00,-8.4577,-3.6877,-0.7702,0.0004,20160604,6078,2016-06-06 07:45:00,3.269460179
120,2.97,1126,3.913,2016-06-05_00:00:00,-8.419,-3.8444,-0.729,-0.0017,20160604,6079,2016-06-06 08:00:00,3.499690731
121,3.038,1130,4.0204,2016-06-05_00:15:00,-8.3789,-3.9645,-0.668,-0.0086,20160604,6080,2016-06-06 08:15:00,3.080244871
122,3.042,1137,4.0262,2016-06-05_00:30:00,-8.3374,-3.9778,-0.6224,-0.0111,20160604,6081,2016-06-06 08:30:00,2.642300166
123,3.091,1141.1,4.1047,2016-06-05_00:45:00,-8.3034,-4.053,-0.6492,-0.0115,20160604,6082,2016-06-06 08:45:00,2.870517839
124,3.105,1152.8,4.1266,2016-06-05_01:00:00,-8.252,-4.0776,-0.634,-0.0159,20160604,6083,2016-06-06 09:00:00,2.478028986
125,3.099,1159.5,4.1178,2016-06-05_01:15:00,-8.1798,-4.0743,-0.5974,-0.0152,20160604,6084,2016-06-06 09:15:00,3.582274035
126,3.09,1165.7,4.1032,2016-06-05_01:30:00,-8.1179,-4.0554,-0.6242,-0.0153,20160604,6085,2016-06-06 09:30:00,4.597283864
127,3.088,1166.7,4.0996,2016-06-05_01:45:00,-8.0526,-4.053,-0.6164,-0.0153,20160604,6086,2016-06-06 09:45:00,4.283424436
128,3.088,1171.6,4.0998,2016-06-05_02:00:00,-7.9969,-4.0427,-0.682,-0.0161,20160604,6087,2016-06-06 10:00:00,4.501152234
129,3.13,1177,4.1671,2016-06-05_02:15:00,-7.9582,-4.0971,-0.7602,-0.0168,20160604,6088,2016-06-06 10:15:00,5.086557442
130,3.216,1181.3,4.3035,2016-06-05_02:30:00,-7.9312,-4.2155,-0.8658,-0.0172,20160604,6089,2016-06-06 10:30:00,5.394156922
131,3.323,1188.7,4.4721,2016-06-05_02:45:00,-7.9161,-4.361,-0.9904,-0.0185,20160604,6090,2016-06-06 10:45:00,5.903236107
132,3.45,1192.3,4.6746,2016-06-05_03:00:00,-7.8982,-4.5211,-1.1883,-0.0207,20160604,6091,2016-06-06 11:00:00,5.977025907
133,3.613,1190.1,4.9326,2016-06-05_03:15:00,-7.8781,-4.7322,-1.3917,-0.0188,20160604,6092,2016-06-06 11:15:00,6.67257983
134,3.807,1189.8,5.2414,2016-06-05_03:30:00,-7.8714,-4.9965,-1.5834,-0.0145,20160604,6093,2016-06-06 11:30:00,6.716315484
135,3.994,1175.5,5.5367,2016-06-05_03:45:00,-7.8721,-5.2599,-1.7287,-0.0093,20160604,6094,2016-06-06 11:45:00,7.309500528
136,4.135,1166.7,5.7605,2016-06-05_04:00:00,-7.8846,-5.4794,-1.7777,-0.0039,20160604,6095,2016-06-06 12:00:00,7.339148156
137,4.232,1164.4,5.9155,2016-06-05_04:15:00,-7.898,-5.6625,-1.7117,-0.0039,20160604,6096,2016-06-06 12:15:00,7.616171989
138,4.259,1162.4,5.9584,2016-06-05_04:30:00,-7.9004,-5.7353,-1.6153,-0.0038,20160604,6097,2016-06-06 12:30:00,6.840861769
139,4.311,1162.7,6.0411,2016-06-05_04:45:00,-7.9124,-5.8204,-1.6179,-0.0026,20160604,6098,2016-06-06 12:45:00,6.971011753
140,4.363,1159.4,6.1235,2016-06-05_05:00:00,-7.92,-5.8999,-1.6397,-0.0042,20160604,6099,2016-06-06 13:00:00,6.900600398
141,4.386,1151.2,6.1588,2016-06-05_05:15:00,-7.9181,-5.9752,-1.4925,-0.003,20160604,6100,2016-06-06 13:15:00,7.268121956
142,4.363,1143.3,6.1233,2016-06-05_05:30:00,-7.9191,-5.957,-1.4172,-0.004,20160604,6101,2016-06-06 13:30:00,7.491062323
143,4.375,1134.1,6.1426,2016-06-05_05:45:00,-7.9285,-6.0099,-1.2697,-0.0066,20160604,6102,2016-06-06 13:45:00,7.848751773
144,4.406,1130.9,6.1908,2016-06-05_06:00:00,-7.9453,-6.0763,-1.1854,-0.0072,20160604,6103,2016-06-06 14:00:00,7.90110213
145,4.467,1123.8,6.2887,2016-06-05_06:15:00,-7.9591,-6.1859,-1.1324,-0.0076,20160604,6104,2016-06-06 14:15:00,7.552515596
146,4.525,1119.5,6.3793,2016-06-05_06:30:00,-7.9677,-6.29,-1.0636,-0.0065,20160604,6105,2016-06-06 14:30:00,7.384380409
147,4.589,1109.3,6.482,2016-06-05_06:45:00,-7.967,-6.4126,-0.946,-0.0028,20160604,6106,2016-06-06 14:45:00,7.427713873
148,4.653,1098,6.5834,2016-06-05_07:00:00,-7.9659,-6.5191,-0.9183,-0.0011,20160604,6107,2016-06-06 15:00:00,7.568656112
149,4.724,1092.2,6.6952,2016-06-05_07:15:00,-7.9715,-6.641,-0.8506,-0.0004,20160604,6108,2016-06-06 15:15:00,7.859877069
150,4.789,1087.6,6.7995,2016-06-05_07:30:00,-7.9761,-6.7667,-0.6674,-0.0003,20160604,6109,2016-06-06 15:30:00,7.319263581
151,4.844,1086.9,6.8866,2016-06-05_07:45:00,-7.9774,-6.8673,-0.5159,0.0006,20160604,6110,2016-06-06 15:45:00,7.835975374
152,4.897,1083,6.9702,2016-06-05_08:00:00,-7.986,-6.9594,-0.3896,-0.0009,20160604,6111,2016-06-06 16:00:00,8.059971258
153,4.936,1076.4,7.0317,2016-06-05_08:15:00,-8.0086,-7.0241,-0.3272,0.0003,20160604,6112,2016-06-06 16:15:00,7.335990422
154,4.968,1069.2,7.0834,2016-06-05_08:30:00,-8.0423,-7.0782,-0.2719,-0.0011,20160604,6113,2016-06-06 16:30:00,7.786731509
155,4.956,1065.6,7.0642,2016-06-05_08:45:00,-8.0762,-7.0605,-0.2305,-0.0048,20160604,6114,2016-06-06 16:45:00,7.90919123
156,4.934,1061,7.0288,2016-06-05_09:00:00,-8.1122,-7.0278,-0.1159,-0.0064,20160604,6115,2016-06-06 17:00:00,7.346817019
157,4.904,1058.7,6.9809,2016-06-05_09:15:00,-8.1457,-6.9809,-0.0065,-0.0065,20160604,6116,2016-06-06 17:15:00,7.069514063
158,4.824,1058.1,6.8547,2016-06-05_09:30:00,-8.1756,-6.8544,0.0643,-0.006,20160604,6117,2016-06-06 17:30:00,7.252541931
159,4.742,1074.6,6.7248,2016-06-05_09:45:00,-8.2087,-6.7192,0.2761,-0.0054,20160604,6118,2016-06-06 17:45:00,8.023050825
160,4.684,1082.8,6.6317,2016-06-05_10:00:00,-8.247,-6.6163,0.4514,-0.003,20160604,6119,2016-06-06 18:00:00,7.390171574
161,4.604,1089,6.5057,2016-06-05_10:15:00,-8.2846,-6.4882,0.4775,-0.002,20160604,6120,2016-06-06 18:15:00,7.738633391
162,4.632,1090.9,6.55,2016-06-05_10:30:00,-8.3228,-6.5307,0.5024,-0.0021,20160604,6121,2016-06-06 18:30:00,8.014098041
163,4.675,1088.8,6.6181,2016-06-05_10:45:00,-8.3418,-6.5902,0.6078,-0.0043,20160604,6122,2016-06-06 18:45:00,6.950460882
164,4.68,1097.3,6.6266,2016-06-05_11:00:00,-8.3605,-6.5893,0.7017,-0.0009,20160604,6123,2016-06-06 19:00:00,6.592385435
165,4.694,1105.8,6.6486,2016-06-05_11:15:00,-8.3718,-6.6021,0.7846,0.0024,20160604,6124,2016-06-06 19:15:00,6.199152409
166,4.759,1113.5,6.7515,2016-06-05_11:30:00,-8.3794,-6.678,0.9939,0.0047,20160604,6125,2016-06-06 19:30:00,6.130245989
167,4.737,1129.1,6.7159,2016-06-05_11:45:00,-8.3804,-6.6255,1.0983,0.0058,20160604,6126,2016-06-06 19:45:00,5.833589885
168,4.768,1129.2,6.7652,2016-06-05_12:00:00,-8.3769,-6.646,1.2639,0.0063,20160604,6127,2016-06-06 20:00:00,5.324324009
169,4.757,1137.2,6.748,2016-06-05_12:15:00,-8.3687,-6.6015,1.3987,0.0074,20160604,6128,2016-06-06 20:15:00,5.5799149
170,4.773,1143.4,6.774,2016-06-05_12:30:00,-8.3589,-6.584,1.5932,0.0075,20160604,6129,2016-06-06 20:30:00,5.364291784
171,4.702,1154.6,6.6602,2016-06-05_12:45:00,-8.3519,-6.4337,1.722,0.0077,20160604,6130,2016-06-06 20:45:00,5.048120041
172,4.64,1172.2,6.5619,2016-06-05_13:00:00,-8.3465,-6.2884,1.8749,0.0041,20160604,6131,2016-06-06 21:00:00,5.399276492
173,4.617,1183.2,6.5255,2016-06-05_13:15:00,-8.3435,-6.1885,2.0699,0.0053,20160604,6132,2016-06-06 21:15:00,5.493960448
174,4.606,1187.7,6.509,2016-06-05_13:30:00,-8.3448,-6.1056,2.256,0.0079,20160604,6133,2016-06-06 21:30:00,4.205146041
175,4.568,1198.2,6.4485,2016-06-05_13:45:00,-8.3528,-6.0019,2.3581,0.0092,20160604,6134,2016-06-06 21:45:00,4.319512451
176,4.531,1205.6,6.3888,2016-06-05_14:00:00,-8.3688,-5.9008,2.449,0.0082,20160604,6135,2016-06-06 22:00:00,4.949003991
177,4.552,1212.9,6.4223,2016-06-05_14:15:00,-8.3882,-5.8911,2.5574,0.0047,20160604,6136,2016-06-06 22:15:00,5.967319873
178,4.513,1221.4,6.3611,2016-06-05_14:30:00,-8.4098,-5.7851,2.645,0.0034,20160604,6137,2016-06-06 22:30:00,6.033957806
179,4.582,1224.5,6.4701,2016-06-05_14:45:00,-8.4285,-5.8002,2.867,0.0007,20160604,6138,2016-06-06 22:45:00,6.540202606
180,4.706,1221.5,6.6667,2016-06-05_15:00:00,-8.4424,-5.8772,3.1468,0.0004,20160604,6139,2016-06-06 23:00:00,6.099147734
181,4.765,1229.3,6.7615,2016-06-05_15:15:00,-8.4623,-5.8566,3.3791,0.0026,20160604,6140,2016-06-06 23:15:00,6.494425459
182,4.74,1234.6,6.7218,2016-06-05_15:30:00,-8.4961,-5.7552,3.4728,0.0045,20160604,6141,2016-06-06 23:30:00,5.602238131
183,4.775,1192.6,6.7763,2016-06-05_15:45:00,-8.5293,-5.7034,3.6593,0.0041,20160604,6142,2016-06-06 23:45:00,5.030018604
184,4.792,1158.5,6.8041,2016-06-05_16:00:00,-8.5631,-5.6183,3.8381,0.0032,20160604,6143,2016-06-07 00:00:00,4.719319391
