subId,NTspeed_Corrected,P_out_ncl,speed_out_ncl,TimeSeries,T_out_ncl,u_out_ncl,v_out_ncl,w_out_ncl,predict_date,Id,time_second,speed
89,7.545,1604.2,11.1729,2016-04-01_16:15:00,-16.3203,-3.6204,10.5701,0.0031,20160401,0,2016-04-02 00:15:00,7.209345885
90,7.463,1610.7,11.0414,2016-04-01_16:30:00,-16.3965,-3.6865,10.4078,0.0029,20160401,1,2016-04-02 00:30:00,7.312538432
91,7.371,1626.3,10.8958,2016-04-01_16:45:00,-16.474,-3.7338,10.236,0.0032,20160401,2,2016-04-02 00:45:00,6.780656572
92,7.287,1627.3,10.7631,2016-04-01_17:00:00,-16.5284,-3.7768,10.0787,0.0031,20160401,3,2016-04-02 01:00:00,7.121600449
93,7.21,1623.9,10.6407,2016-04-01_17:15:00,-16.5723,-3.7757,9.9483,0.0026,20160401,4,2016-04-02 01:15:00,7.12789487
94,7.131,1612.4,10.5155,2016-04-01_17:30:00,-16.6198,-3.7202,9.8354,0.0019,20160401,5,2016-04-02 01:30:00,6.406001465
95,7.055,1603.9,10.394,2016-04-01_17:45:00,-16.648,-3.6424,9.7349,0.0008,20160401,6,2016-04-02 01:45:00,6.400289132
96,7.024,1606.7,10.3457,2016-04-01_18:00:00,-16.6492,-3.5522,9.7168,0,20160401,7,2016-04-02 02:00:00,6.463890231
97,7.008,1611.8,10.3197,2016-04-01_18:15:00,-16.6498,-3.4582,9.723,-0.0003,20160401,8,2016-04-02 02:15:00,5.949644942
98,6.999,1615,10.3056,2016-04-01_18:30:00,-16.6499,-3.3998,9.7287,-0.0006,20160401,9,2016-04-02 02:30:00,5.865917364
99,7.005,1616.7,10.315,2016-04-01_18:45:00,-16.6574,-3.395,9.7403,-0.0002,20160401,10,2016-04-02 02:45:00,5.572875211
100,7.01,1608.2,10.3239,2016-04-01_19:00:00,-16.6745,-3.3738,9.7571,0.0005,20160401,11,2016-04-02 03:00:00,5.540275057
101,6.975,1601.8,10.2677,2016-04-01_19:15:00,-16.6952,-3.3588,9.7028,0.0006,20160401,12,2016-04-02 03:15:00,5.850210848
102,6.926,1598.6,10.1892,2016-04-01_19:30:00,-16.7389,-3.3982,9.6058,0.0006,20160401,13,2016-04-02 03:30:00,5.570868313
103,6.889,1598.8,10.1312,2016-04-01_19:45:00,-16.7711,-3.5068,9.5049,0.0011,20160401,14,2016-04-02 03:45:00,5.595181802
104,6.877,1598.6,10.1115,2016-04-01_20:00:00,-16.7788,-3.6637,9.4245,0.0022,20160401,15,2016-04-02 04:00:00,6.065642872
105,6.885,1591.1,10.1248,2016-04-01_20:15:00,-16.8093,-3.8294,9.3727,0.0029,20160401,16,2016-04-02 04:15:00,5.962367453
106,6.937,1583.2,10.2074,2016-04-01_20:30:00,-16.7973,-3.9478,9.4131,0.0028,20160401,17,2016-04-02 04:30:00,6.194943718
107,7.046,1570.6,10.3804,2016-04-01_20:45:00,-16.7305,-4.071,9.5488,0.0029,20160401,18,2016-04-02 04:45:00,5.931158947
108,7.166,1561.7,10.5711,2016-04-01_21:00:00,-16.6161,-4.1959,9.7027,0.0028,20160401,19,2016-04-02 05:00:00,6.138659803
109,7.262,1556,10.7237,2016-04-01_21:15:00,-16.5039,-4.3629,9.796,0.0038,20160401,20,2016-04-02 05:15:00,6.157445949
110,7.29,1550.2,10.7668,2016-04-01_21:30:00,-16.4503,-4.5203,9.7719,0.0059,20160401,21,2016-04-02 05:30:00,6.046131932
111,7.305,1572.2,10.7911,2016-04-01_21:45:00,-16.4552,-4.6384,9.7434,0.0086,20160401,22,2016-04-02 05:45:00,5.883806819
112,7.316,1590.3,10.8095,2016-04-01_22:00:00,-16.4832,-4.721,9.7241,0.0097,20160401,23,2016-04-02 06:00:00,5.835028339
113,7.319,1590.2,10.8131,2016-04-01_22:15:00,-16.5056,-4.8122,9.6832,0.01,20160401,24,2016-04-02 06:15:00,5.896301795
114,7.293,1586.3,10.772,2016-04-01_22:30:00,-16.5219,-4.8639,9.6114,0.0101,20160401,25,2016-04-02 06:30:00,5.648726425
115,7.18,1575.7,10.5935,2016-04-01_22:45:00,-16.5197,-4.6961,9.4958,0.0103,20160401,26,2016-04-02 06:45:00,6.023647252
116,6.945,1581,10.2203,2016-04-01_23:00:00,-16.4191,-4.2893,9.2766,0.0088,20160401,27,2016-04-02 07:00:00,6.452541581
117,7.002,1583.3,10.3103,2016-04-01_23:15:00,-16.1212,-4.149,9.4387,0.0073,20160401,28,2016-04-02 07:15:00,6.807655555
118,7.063,1586.1,10.4078,2016-04-01_23:30:00,-15.8453,-4.1902,9.5271,0.007,20160401,29,2016-04-02 07:30:00,6.008643929
119,6.636,1591.1,9.7295,2016-04-01_23:45:00,-15.6134,-3.8832,8.921,0.007,20160401,30,2016-04-02 07:45:00,5.931726008
120,6.274,1585,9.156,2016-04-02_00:00:00,-15.2013,-3.5291,8.4485,0.0083,20160401,31,2016-04-02 08:00:00,5.946714692
121,6.305,1584.7,9.2046,2016-04-02_00:15:00,-14.7665,-3.3531,8.5721,0.0129,20160401,32,2016-04-02 08:15:00,5.677298157
122,6.254,1585.3,9.1233,2016-04-02_00:30:00,-14.3231,-3.3164,8.4992,0.0125,20160401,33,2016-04-02 08:30:00,6.397163122
123,6.22,1575.8,9.0689,2016-04-02_00:45:00,-13.8585,-3.5194,8.3581,0.0135,20160401,34,2016-04-02 08:45:00,7.144577934
124,6.082,1575.2,8.8512,2016-04-02_01:00:00,-13.3534,-3.4682,8.1435,0.0176,20160401,35,2016-04-02 09:00:00,5.914643763
125,5.995,1577.5,8.713,2016-04-02_01:15:00,-12.8389,-3.4145,8.016,0.0178,20160401,36,2016-04-02 09:15:00,6.576479579
126,6.039,1575.9,8.7827,2016-04-02_01:30:00,-12.3674,-3.4611,8.072,0.018,20160401,37,2016-04-02 09:30:00,5.875514133
127,6.083,1571,8.8522,2016-04-02_01:45:00,-11.9686,-3.4879,8.136,0.02,20160401,38,2016-04-02 09:45:00,5.478275411
128,6.145,1565.4,8.9512,2016-04-02_02:00:00,-11.603,-3.5559,8.2146,0.0179,20160401,39,2016-04-02 10:00:00,5.478026698
129,6.146,1562.5,8.9521,2016-04-02_02:15:00,-11.2822,-3.6973,8.153,0.017,20160401,40,2016-04-02 10:15:00,5.632246239
130,6.178,1554,9.0026,2016-04-02_02:30:00,-10.9631,-3.9082,8.11,0.0177,20160401,41,2016-04-02 10:30:00,6.464364823
131,6.285,1548,9.1731,2016-04-02_02:45:00,-10.6517,-4.1759,8.1675,0.0204,20160401,42,2016-04-02 10:45:00,5.478749473
132,6.405,1540.7,9.3636,2016-04-02_03:00:00,-10.3663,-4.4642,8.231,0.0232,20160401,43,2016-04-02 11:00:00,6.473974038
133,6.49,1532.5,9.4974,2016-04-02_03:15:00,-10.1143,-4.675,8.2671,0.0266,20160401,44,2016-04-02 11:15:00,6.109697319
134,6.511,1530,9.5317,2016-04-02_03:30:00,-9.8852,-4.72,8.281,0.0317,20160401,45,2016-04-02 11:30:00,5.210632944
135,6.477,1503.1,9.4774,2016-04-02_03:45:00,-9.6793,-4.7006,8.2295,0.0365,20160401,46,2016-04-02 11:45:00,5.693128233
136,6.501,1479.1,9.516,2016-04-02_04:00:00,-9.5213,-4.6999,8.2744,0.041,20160401,47,2016-04-02 12:00:00,6.016716228
137,6.607,1469.1,9.6842,2016-04-02_04:15:00,-9.4053,-4.8349,8.3909,0.0405,20160401,48,2016-04-02 12:15:00,6.426082895
138,6.665,1461.9,9.7765,2016-04-02_04:30:00,-9.3057,-4.896,8.4622,0.0419,20160401,49,2016-04-02 12:30:00,4.851438828
139,6.717,1458.1,9.859,2016-04-02_04:45:00,-9.2289,-4.9409,8.5316,0.0423,20160401,50,2016-04-02 12:45:00,4.381549697
140,6.886,1458.2,10.1258,2016-04-02_05:00:00,-9.1663,-4.8695,8.8781,0.04,20160401,51,2016-04-02 13:00:00,2.881394329
141,6.982,1445.8,10.2788,2016-04-02_05:15:00,-9.1204,-4.9609,9.0024,0.0356,20160401,52,2016-04-02 13:15:00,2.014787086
142,6.73,1409.8,9.8782,2016-04-02_05:30:00,-9.1535,-5.2934,8.3402,0.0244,20160401,53,2016-04-02 13:30:00,1.657912747
143,6.799,1403.6,9.9886,2016-04-02_05:45:00,-9.2313,-5.4554,8.3672,0.0358,20160401,54,2016-04-02 13:45:00,2.053308729
144,6.787,1415.7,9.9694,2016-04-02_06:00:00,-9.2929,-5.2693,8.4631,0.048,20160401,55,2016-04-02 14:00:00,2.393903647
145,6.544,1433.2,9.5832,2016-04-02_06:15:00,-9.4122,-5.0607,8.138,0.049,20160401,56,2016-04-02 14:15:00,3.332999664
146,6.545,1424.7,9.5856,2016-04-02_06:30:00,-9.4395,-5.2619,8.0122,0.0402,20160401,57,2016-04-02 14:30:00,2.043666441
147,5.944,1442.7,8.6321,2016-04-02_06:45:00,-9.7079,-5.0607,6.9931,0.0136,20160401,58,2016-04-02 14:45:00,2.888064628
148,6.405,1435.2,9.363,2016-04-02_07:00:00,-9.936,-6.3142,6.9135,0.0057,20160401,59,2016-04-02 15:00:00,4.327648027
149,6.518,1427.5,9.5426,2016-04-02_07:15:00,-10.2104,-6.726,6.7692,0.0186,20160401,60,2016-04-02 15:15:00,5.774184596
150,6.663,1418.2,9.7724,2016-04-02_07:30:00,-10.5616,-7.072,6.7444,0.0144,20160401,61,2016-04-02 15:30:00,5.499542059
151,6.803,1404.9,9.9943,2016-04-02_07:45:00,-10.832,-7.2819,6.8454,0.0142,20160401,62,2016-04-02 15:45:00,5.788326273
152,6.804,1417.8,9.9958,2016-04-02_08:00:00,-11.0634,-7.0407,7.0954,-0.0024,20160401,63,2016-04-02 16:00:00,6.06415752
153,7.133,1413.6,10.5191,2016-04-02_08:15:00,-11.2848,-7.25,7.6216,0.0145,20160401,64,2016-04-02 16:15:00,5.810636375
154,7.225,1391.8,10.6647,2016-04-02_08:30:00,-11.5099,-7.651,7.4295,0.0013,20160401,65,2016-04-02 16:30:00,3.698317418
155,7.476,1376.5,11.0633,2016-04-02_08:45:00,-11.8012,-8.1542,7.477,0.0142,20160401,66,2016-04-02 16:45:00,3.466426383
156,7.804,1377.1,11.5831,2016-04-02_09:00:00,-12.0381,-8.0989,8.2811,0.023,20160401,67,2016-04-02 17:00:00,4.189072213
157,7.63,1378.7,11.3069,2016-04-02_09:15:00,-12.2295,-7.6826,8.2961,0.0218,20160401,68,2016-04-02 17:15:00,1.865400071
158,7.411,1377.5,10.9595,2016-04-02_09:30:00,-12.773,-8.0031,7.4874,0.0243,20160401,69,2016-04-02 17:30:00,0.483493345
159,7.184,1419.7,10.5993,2016-04-02_09:45:00,-13.1935,-7.7184,7.2643,0.0235,20160401,70,2016-04-02 17:45:00,0.978352616
160,7.174,1434.5,10.5828,2016-04-02_10:00:00,-13.5375,-7.8113,7.14,0.0182,20160401,71,2016-04-02 18:00:00,1.716836826
161,6.977,1442.5,10.2707,2016-04-02_10:15:00,-13.8537,-7.8023,6.6792,-0.002,20160401,72,2016-04-02 18:15:00,1.432770108
162,7.019,1459.8,10.3369,2016-04-02_10:30:00,-13.883,-7.4554,7.1602,0.0021,20160401,73,2016-04-02 18:30:00,1.608176441
163,7.106,1464.4,10.4759,2016-04-02_10:45:00,-14.143,-7.3087,7.5053,-0.0029,20160401,74,2016-04-02 18:45:00,2.012518088
164,6.991,1456.4,10.2926,2016-04-02_11:00:00,-14.236,-7.2345,7.3213,-0.0059,20160401,75,2016-04-02 19:00:00,3.191660936
165,6.665,1482.8,9.7753,2016-04-02_11:15:00,-14.4974,-7.0878,6.7319,0.002,20160401,76,2016-04-02 19:15:00,3.869433451
166,6.434,1513,9.4093,2016-04-02_11:30:00,-14.7273,-6.6396,6.6671,0.0102,20160401,77,2016-04-02 19:30:00,4.129069704
167,6.061,1535.1,8.8168,2016-04-02_11:45:00,-14.7715,-6.146,6.3217,0.0082,20160401,78,2016-04-02 19:45:00,3.379349267
168,6.073,1540.2,8.8371,2016-04-02_12:00:00,-14.7301,-6.2933,6.204,0.0039,20160401,79,2016-04-02 20:00:00,3.084679381
169,6.241,1517.8,9.1029,2016-04-02_12:15:00,-14.77,-7.0922,5.7064,0.0093,20160401,80,2016-04-02 20:15:00,3.24487609
170,5.986,1547.7,8.698,2016-04-02_12:30:00,-14.9891,-6.7524,5.4827,0.0222,20160401,81,2016-04-02 20:30:00,3.519713322
171,5.977,1538.7,8.6833,2016-04-02_12:45:00,-15.0654,-6.723,5.4955,0.0121,20160401,82,2016-04-02 20:45:00,2.826904412
172,5.784,1563.3,8.3779,2016-04-02_13:00:00,-15.1922,-6.3087,5.5127,0.019,20160401,83,2016-04-02 21:00:00,1.899772172
173,5.844,1569.4,8.4732,2016-04-02_13:15:00,-15.2342,-6.3385,5.623,0.0174,20160401,84,2016-04-02 21:15:00,1.244632425
174,5.847,1574.4,8.4777,2016-04-02_13:30:00,-15.2625,-6.258,5.7192,0.0262,20160401,85,2016-04-02 21:30:00,1.399350102
175,5.923,1587.2,8.5983,2016-04-02_13:45:00,-15.2299,-5.692,6.4446,0.0209,20160401,86,2016-04-02 21:45:00,1.189275328
176,5.927,1583.5,8.6041,2016-04-02_14:00:00,-15.1585,-5.7011,6.4443,0.0173,20160401,87,2016-04-02 22:00:00,0.909542316
177,5.998,1568.9,8.7167,2016-04-02_14:15:00,-15.1652,-5.9566,6.3639,0.0236,20160401,88,2016-04-02 22:15:00,0.884862806
178,6.049,1537.4,8.7991,2016-04-02_14:30:00,-15.1666,-6.2634,6.1801,0.0165,20160401,89,2016-04-02 22:30:00,1.287362239
179,5.672,1534.2,8.2001,2016-04-02_14:45:00,-15.2227,-5.9417,5.6514,0.015,20160401,90,2016-04-02 22:45:00,1.948773387
180,5.474,1553,7.8859,2016-04-02_15:00:00,-15.2654,-5.7394,5.408,0.0123,20160401,91,2016-04-02 23:00:00,2.357072077
181,4.868,1566.1,6.9238,2016-04-02_15:15:00,-15.294,-5.2356,4.5308,-0.0048,20160401,92,2016-04-02 23:15:00,2.140894026
182,4.564,1628.9,6.4414,2016-04-02_15:30:00,-15.2676,-4.2332,4.8551,0.0128,20160401,93,2016-04-02 23:30:00,2.016130671
183,4.226,1600.2,5.9062,2016-04-02_15:45:00,-15.1941,-4.1787,4.1739,0.0203,20160401,94,2016-04-02 23:45:00,1.892361681
184,3.741,1588.7,5.1356,2016-04-02_16:00:00,-15.1882,-3.6179,3.6449,0.0112,20160401,95,2016-04-03 00:00:00,1.937651109
89,5.537,1355.8,7.9863,2016-04-02_16:15:00,-14.9206,-7.5192,2.6913,-0.002,20160402,96,2016-04-03 00:15:00,1.914482882
90,5.796,1343.6,8.3968,2016-04-02_16:30:00,-14.8809,-8.0067,2.5298,-0.0117,20160402,97,2016-04-03 00:30:00,2.266272772
91,5.984,1349.4,8.6954,2016-04-02_16:45:00,-14.762,-8.2341,2.7947,-0.0071,20160402,98,2016-04-03 00:45:00,2.161601089
92,5.949,1355.9,8.6389,2016-04-02_17:00:00,-14.7814,-8.3789,2.1037,0.0104,20160402,99,2016-04-03 01:00:00,1.820901029
93,5.737,1364.1,8.3036,2016-04-02_17:15:00,-14.8075,-8.0726,1.9447,0.0049,20160402,100,2016-04-03 01:15:00,1.584535796
94,5.825,1349,8.4433,2016-04-02_17:30:00,-14.8585,-8.3217,1.4278,0.0113,20160402,101,2016-04-03 01:30:00,1.569318882
95,6.122,1336.6,8.9143,2016-04-02_17:45:00,-14.9013,-8.866,0.9266,0.0117,20160402,102,2016-04-03 01:45:00,1.906577218
96,6.057,1340.6,8.811,2016-04-02_18:00:00,-14.8917,-8.7303,1.1901,0.0205,20160402,103,2016-04-03 02:00:00,1.866733839
97,6.229,1332.6,9.0846,2016-04-02_18:15:00,-15.0248,-9.0536,0.7496,0.0192,20160402,104,2016-04-03 02:15:00,1.616820116
98,6.214,1328.7,9.0598,2016-04-02_18:30:00,-15.0986,-9.0396,0.6043,0.016,20160402,105,2016-04-03 02:30:00,1.566131471
99,6.203,1323.7,9.0425,2016-04-02_18:45:00,-15.1186,-9.0309,0.4582,0.0175,20160402,106,2016-04-03 02:45:00,2.372237228
100,6.135,1299.8,8.9345,2016-04-02_19:00:00,-15.1131,-8.9303,0.2726,0.0162,20160402,107,2016-04-03 03:00:00,1.663280155
101,6.171,1279.8,8.9923,2016-04-02_19:15:00,-15.1223,-8.9885,0.2607,0.0193,20160402,108,2016-04-03 03:15:00,1.995640256
102,6.168,1275,8.9873,2016-04-02_19:30:00,-15.1897,-8.9867,-0.1029,0.0208,20160402,109,2016-04-03 03:30:00,3.104056617
103,6.149,1262.4,8.9574,2016-04-02_19:45:00,-15.1657,-8.9262,-0.7471,0.018,20160402,110,2016-04-03 03:45:00,3.599260547
104,6.446,1247.3,9.428,2016-04-02_20:00:00,-15.364,-9.2143,-1.996,0.029,20160402,111,2016-04-03 04:00:00,3.091510504
105,6.658,1242,9.7649,2016-04-02_20:15:00,-15.6382,-9.259,-3.1022,0.0176,20160402,112,2016-04-03 04:15:00,3.131002533
106,6.7,1249,9.8321,2016-04-02_20:30:00,-16.0139,-8.6129,-4.7422,0.0317,20160402,113,2016-04-03 04:30:00,2.638968859
107,7.116,1265.4,10.4911,2016-04-02_20:45:00,-16.4817,-7.4122,-7.4244,0.0511,20160402,114,2016-04-03 04:45:00,3.086032743
108,7.412,1260.2,10.961,2016-04-02_21:00:00,-16.3431,-6.9325,-8.4903,-0.0091,20160402,115,2016-04-03 05:00:00,2.875466072
109,7.353,1247.4,10.8677,2016-04-02_21:15:00,-16.1565,-7.6739,-7.6954,0.028,20160402,116,2016-04-03 05:15:00,3.132458808
110,7.464,1252.1,11.043,2016-04-02_21:30:00,-16.1932,-7.738,-7.8785,0.0078,20160402,117,2016-04-03 05:30:00,3.15570456
111,7.706,1289.3,11.428,2016-04-02_21:45:00,-16.16,-7.9961,-8.1647,0.0163,20160402,118,2016-04-03 05:45:00,3.641067104
112,8.174,1285.9,12.1709,2016-04-02_22:00:00,-15.9416,-8.6895,-8.522,0.0104,20160402,119,2016-04-03 06:00:00,4.281620675
113,8.366,1279.9,12.4748,2016-04-02_22:15:00,-15.7067,-8.6322,-9.0059,0.01,20160402,120,2016-04-03 06:15:00,4.379562741
114,8.375,1273.1,12.4894,2016-04-02_22:30:00,-15.544,-8.9065,-8.7555,-0.0123,20160402,121,2016-04-03 06:30:00,3.992226656
115,8.449,1261.6,12.6071,2016-04-02_22:45:00,-15.3892,-9.4734,-8.3182,0.0118,20160402,122,2016-04-03 06:45:00,3.467322156
116,8.415,1277,12.5528,2016-04-02_23:00:00,-15.2281,-10.032,-7.5454,-0.0167,20160402,123,2016-04-03 07:00:00,3.380483165
117,8.54,1281.8,12.7511,2016-04-02_23:15:00,-15.1425,-10.8244,-6.7396,0.0049,20160402,124,2016-04-03 07:15:00,3.013625405
118,8.442,1298.4,12.5955,2016-04-02_23:30:00,-15.05,-10.7878,-6.5016,0.0229,20160402,125,2016-04-03 07:30:00,2.100016163
119,8.41,1325.9,12.5442,2016-04-02_23:45:00,-15.0983,-11.1921,-5.665,0.0205,20160402,126,2016-04-03 07:45:00,2.0011934
120,8.596,1329.5,12.8406,2016-04-03_00:00:00,-15.1284,-11.977,-4.6296,0.016,20160402,127,2016-04-03 08:00:00,3.264210328
121,8.773,1299.8,13.1208,2016-04-03_00:15:00,-14.9157,-12.1493,-4.9547,0.0061,20160402,128,2016-04-03 08:15:00,3.27235825
122,8.893,1306.1,13.3112,2016-04-03_00:30:00,-14.9754,-12.4814,-4.6263,0.0216,20160402,129,2016-04-03 08:30:00,3.444630157
123,8.971,1286.1,13.4353,2016-04-03_00:45:00,-14.9953,-12.5194,-4.8756,0.0253,20160402,130,2016-04-03 08:45:00,2.544009571
124,8.672,1292.1,12.9598,2016-04-03_01:00:00,-15.0413,-11.5746,-5.8298,0.0458,20160402,131,2016-04-03 09:00:00,2.991242149
125,7.959,1323.5,11.8284,2016-04-03_01:15:00,-15.1473,-9.3645,-7.2261,0.0524,20160402,132,2016-04-03 09:15:00,4.63042157
126,7.628,1351.8,11.3033,2016-04-03_01:30:00,-15.3516,-7.5717,-8.3925,0.0245,20160402,133,2016-04-03 09:30:00,4.499558809
127,7.98,1371.1,11.8618,2016-04-03_01:45:00,-15.5852,-8.2873,-8.4867,0.0007,20160402,134,2016-04-03 09:45:00,4.214003983
128,8.442,1373.9,12.5948,2016-04-03_02:00:00,-15.8074,-9.2875,-8.5071,-0.0052,20160402,135,2016-04-03 10:00:00,3.931821557
129,8.517,1391.2,12.7153,2016-04-03_02:15:00,-16.0136,-9.0386,-8.9433,0.0115,20160402,136,2016-04-03 10:15:00,3.538663857
130,8.315,1413.5,12.3936,2016-04-03_02:30:00,-16.2286,-8.242,-9.2558,0.0122,20160402,137,2016-04-03 10:30:00,3.541779603
131,8.481,1432.6,12.6574,2016-04-03_02:45:00,-16.3594,-7.5706,-10.1438,0.0017,20160402,138,2016-04-03 10:45:00,3.743114217
132,8.765,1421.4,13.1079,2016-04-03_03:00:00,-16.3523,-9.4296,-9.105,-0.0176,20160402,139,2016-04-03 11:00:00,4.951192509
133,8.715,1435.2,13.0288,2016-04-03_03:15:00,-16.293,-8.9859,-9.4341,0.024,20160402,140,2016-04-03 11:15:00,4.756410342
134,8.914,1443.9,13.3449,2016-04-03_03:30:00,-16.2632,-8.8805,-9.9611,-0.0142,20160402,141,2016-04-03 11:30:00,3.167570579
135,9.06,1415.3,13.5766,2016-04-03_03:45:00,-16.1792,-9.0632,-10.1085,0.0047,20160402,142,2016-04-03 11:45:00,4.122117288
136,9.246,1394.4,13.8714,2016-04-03_04:00:00,-16.0409,-9.0334,-10.5268,-0.0166,20160402,143,2016-04-03 12:00:00,4.914177571
137,9.331,1385,14.0054,2016-04-03_04:15:00,-15.8993,-9.6838,-10.118,-0.0013,20160402,144,2016-04-03 12:15:00,5.278539385
138,9.077,1402.1,13.6024,2016-04-03_04:30:00,-15.8064,-9.2288,-9.9927,0.0063,20160402,145,2016-04-03 12:30:00,5.485274695
139,9.084,1421.3,13.6149,2016-04-03_04:45:00,-15.7715,-8.8031,-10.3861,0.0002,20160402,146,2016-04-03 12:45:00,4.939930404
140,9.321,1419.5,13.9898,2016-04-03_05:00:00,-15.7793,-8.7602,-10.9075,-0.0045,20160402,147,2016-04-03 13:00:00,5.887719124
141,9.444,1419.8,14.1858,2016-04-03_05:15:00,-15.8409,-8.545,-11.3235,-0.007,20160402,148,2016-04-03 13:15:00,5.805590646
142,9.586,1412.2,14.4104,2016-04-03_05:30:00,-15.9286,-8.4145,-11.6985,-0.0064,20160402,149,2016-04-03 13:30:00,5.178448885
143,9.685,1399.8,14.5686,2016-04-03_05:45:00,-16.0033,-8.4017,-11.9019,-0.008,20160402,150,2016-04-03 13:45:00,5.633778634
144,9.786,1399.9,14.7283,2016-04-03_06:00:00,-16.085,-8.3144,-12.157,-0.0085,20160402,151,2016-04-03 14:00:00,6.014110699
145,9.809,1403.3,14.7641,2016-04-03_06:15:00,-16.1668,-8.1038,-12.3413,-0.0103,20160402,152,2016-04-03 14:15:00,5.643332934
146,9.743,1403.1,14.6601,2016-04-03_06:30:00,-16.2287,-8.0272,-12.2671,-0.0081,20160402,153,2016-04-03 14:30:00,7.184768051
147,9.688,1420,14.573,2016-04-03_06:45:00,-16.3098,-7.8391,-12.285,-0.0053,20160402,154,2016-04-03 14:45:00,7.47405437
148,9.615,1421.8,14.4576,2016-04-03_07:00:00,-16.3688,-7.8762,-12.1239,-0.006,20160402,155,2016-04-03 15:00:00,7.592953455
149,9.576,1417.8,14.3949,2016-04-03_07:15:00,-16.4251,-8.0184,-11.9548,-0.0099,20160402,156,2016-04-03 15:15:00,7.474838508
150,9.651,1410.3,14.514,2016-04-03_07:30:00,-16.4614,-8.3224,-11.8909,-0.0061,20160402,157,2016-04-03 15:30:00,8.229913311
151,9.555,1408.6,14.3616,2016-04-03_07:45:00,-16.5624,-8.1275,-11.8405,-0.004,20160402,158,2016-04-03 15:45:00,9.104003864
152,9.407,1420.4,14.127,2016-04-03_08:00:00,-16.5812,-7.8039,-11.7758,0.0014,20160402,159,2016-04-03 16:00:00,9.04659746
153,9.219,1423.1,13.8278,2016-04-03_08:15:00,-16.5496,-7.4619,-11.6416,0.0045,20160402,160,2016-04-03 16:15:00,8.862735333
154,9.118,1422.3,13.6678,2016-04-03_08:30:00,-16.5723,-7.1993,-11.618,0.0036,20160402,161,2016-04-03 16:30:00,9.547391962
155,8.965,1433,13.4256,2016-04-03_08:45:00,-16.6294,-6.9043,-11.5142,0.0027,20160402,162,2016-04-03 16:45:00,9.551480475
156,8.698,1443.6,13.0022,2016-04-03_09:00:00,-16.6962,-6.615,-11.1937,0.002,20160402,163,2016-04-03 17:00:00,10.20268041
157,8.39,1458.3,12.5127,2016-04-03_09:15:00,-16.7549,-6.3318,-10.7924,0.0015,20160402,164,2016-04-03 17:15:00,9.264511789
158,8.045,1477.4,11.9654,2016-04-03_09:30:00,-16.8091,-6.1473,-10.2656,0.0014,20160402,165,2016-04-03 17:30:00,8.973897475
159,7.799,1503.6,11.5748,2016-04-03_09:45:00,-16.8498,-5.9016,-9.9573,0.0013,20160402,166,2016-04-03 17:45:00,10.20504654
160,7.605,1542.7,11.267,2016-04-03_10:00:00,-16.8983,-5.7148,-9.7101,0.001,20160402,167,2016-04-03 18:00:00,9.647553951
161,7.301,1553.8,10.7856,2016-04-03_10:15:00,-16.8699,-5.2726,-9.4089,0.0051,20160402,168,2016-04-03 18:15:00,9.455766056
162,7.116,1562,10.4919,2016-04-03_10:30:00,-16.9369,-4.8179,-9.3203,-0.0027,20160402,169,2016-04-03 18:30:00,9.679370984
163,7.055,1550.3,10.3943,2016-04-03_10:45:00,-16.9841,-4.3169,-9.4555,0.0024,20160402,170,2016-04-03 18:45:00,10.15120963
164,6.903,1559.4,10.1527,2016-04-03_11:00:00,-17.0745,-3.772,-9.4259,0.007,20160402,171,2016-04-03 19:00:00,9.916785328
165,6.469,1598.5,9.4653,2016-04-03_11:15:00,-17.1998,-3.2314,-8.8967,0.0061,20160402,172,2016-04-03 19:15:00,10.4129527
166,6.277,1623.3,9.16,2016-04-03_11:30:00,-17.3153,-3.0704,-8.6301,0.0075,20160402,173,2016-04-03 19:30:00,9.324690744
167,6.251,1636.4,9.1191,2016-04-03_11:45:00,-17.4202,-3.0933,-8.5785,0.0043,20160402,174,2016-04-03 19:45:00,8.105692254
168,6.192,1646.5,9.0248,2016-04-03_12:00:00,-17.4724,-3.4084,-8.3564,0.0009,20160402,175,2016-04-03 20:00:00,7.608862025
169,6.215,1649.9,9.0623,2016-04-03_12:15:00,-17.443,-3.889,-8.1854,0.0037,20160402,176,2016-04-03 20:15:00,7.115894574
170,6.391,1653.9,9.3416,2016-04-03_12:30:00,-17.3988,-4.3002,-8.293,0.0036,20160402,177,2016-04-03 20:30:00,7.06720892
171,6.447,1641.8,9.4294,2016-04-03_12:45:00,-17.3991,-4.3846,-8.348,0.006,20160402,178,2016-04-03 20:45:00,6.545118628
172,6.344,1640.4,9.267,2016-04-03_13:00:00,-17.4072,-4.3183,-8.1994,0.0077,20160402,179,2016-04-03 21:00:00,7.737795354
173,6.252,1652.1,9.1199,2016-04-03_13:15:00,-17.4052,-4.2184,-8.0856,0.0099,20160402,180,2016-04-03 21:15:00,7.022064738
174,6.257,1662.2,9.1287,2016-04-03_13:30:00,-17.3882,-4.0508,-8.1807,0.0144,20160402,181,2016-04-03 21:30:00,6.93061503
175,6.259,1678.5,9.1321,2016-04-03_13:45:00,-17.3628,-4.0168,-8.2012,0.0167,20160402,182,2016-04-03 21:45:00,7.012496853
